freq_hz,target_mvrms,measured_mvrms,error_mvrms,amp_code,atten_db,iterations,pass_fail,reason
116600000,90.0,90.1575,0.15749999999999886,821,10.5,1,PASS,within tolerance
116600000,100.0,99.8212,-0.1787999999999954,804,9.5,1,PASS,within tolerance
116700000,10.0,9.208499999999999,-0.791500000000001,1023,31.5,1,PASS,within tolerance
116700000,20.0,20.7146,0.7146000000000008,1023,25.5,1,PASS,within tolerance
116700000,30.0,29.4547,-0.545300000000001,1023,22.0,1,PASS,within tolerance
116700000,40.0,39.482000000000006,-0.5179999999999936,966,19.0,1,PASS,within tolerance
116700000,50.0,50.1117,0.11169999999999902,935,17.0,1,PASS,within tolerance
116700000,60.0,59.3056,-0.6944000000000017,821,14.0,2,PASS,within tolerance
116700000,70.0,69.9059,-0.09409999999999741,844,13.0,1,PASS,within tolerance
116700000,80.0,80.25970000000001,0.25970000000000937,820,11.5,1,PASS,within tolerance
116700000,90.0,89.8593,-0.14069999999999538,821,10.5,1,PASS,within tolerance
116700000,100.0,99.8814,-0.1186000000000007,804,9.5,1,PASS,within tolerance
116800000,10.0,10.6342,0.6341999999999999,1023,31.5,1,PASS,within tolerance
116800000,20.0,19.5734,-0.42660000000000053,1023,25.5,1,PASS,within tolerance
116800000,30.0,29.0088,-0.9911999999999992,1023,22.0,3,PASS,within tolerance
116800000,40.0,39.154300000000006,-0.8456999999999937,966,19.0,1,PASS,within tolerance
116800000,50.0,50.1124,0.11240000000000094,935,17.0,1,PASS,within tolerance
116800000,60.0,59.2841,-0.7158999999999978,821,14.0,1,PASS,within tolerance
116800000,70.0,69.8455,-0.15449999999999875,844,13.0,1,PASS,within tolerance
116800000,80.0,80.0218,0.02179999999999893,825,11.5,3,PASS,within tolerance
116800000,90.0,89.89869999999999,-0.10130000000000905,821,10.5,1,PASS,within tolerance
116800000,100.0,100.4785,0.4784999999999968,804,9.5,1,PASS,within tolerance
116900000,10.0,10.6233,0.6233000000000004,1023,31.5,1,PASS,within tolerance
116900000,20.0,19.825300000000002,-0.17469999999999786,1023,25.5,1,PASS,within tolerance
116900000,30.0,30.0278,0.02779999999999916,1023,22.0,1,PASS,within tolerance
116900000,40.0,39.7953,-0.20470000000000255,966,19.0,1,PASS,within tolerance
116900000,50.0,50.7002,0.7002000000000024,935,17.0,1,PASS,within tolerance
116900000,60.0,59.4891,-0.5108999999999995,821,14.0,1,PASS,within tolerance
116900000,70.0,69.3407,-0.6593000000000018,844,13.0,1,PASS,within tolerance
116900000,80.0,80.17580000000001,0.1758000000000095,825,11.5,1,PASS,within tolerance
116900000,90.0,89.1546,-0.8453999999999979,821,10.5,1,PASS,within tolerance
116900000,100.0,100.0543,0.054299999999997794,804,9.5,1,PASS,within tolerance
117000000,10.0,9.4615,-0.5385000000000009,1023,31.5,1,PASS,within tolerance
117000000,20.0,19.525199999999998,-0.4748000000000019,1023,25.5,1,PASS,within tolerance
117000000,30.0,29.178099999999997,-0.821900000000003,1023,22.0,3,PASS,within tolerance
117000000,40.0,39.9722,-0.02779999999999916,966,19.0,1,PASS,within tolerance
117000000,50.0,50.2765,0.27649999999999864,935,17.0,3,PASS,within tolerance
117000000,60.0,59.4543,-0.5456999999999965,821,14.0,1,PASS,within tolerance
117000000,70.0,69.7645,-0.23550000000000182,843,13.0,3,PASS,within tolerance
117000000,80.0,80.0313,0.03130000000000166,825,11.5,1,PASS,within tolerance
117000000,90.0,90.3207,0.3207000000000022,821,10.5,1,PASS,within tolerance
117000000,100.0,100.2971,0.29710000000000036,804,9.5,1,PASS,within tolerance
117100000,10.0,9.557599999999999,-0.442400000000001,1023,31.5,1,PASS,within tolerance
117100000,20.0,20.7848,0.7848000000000006,1023,25.5,1,PASS,within tolerance
117100000,30.0,29.8554,-0.1446000000000005,1023,22.0,1,PASS,within tolerance
117100000,40.0,39.849000000000004,-0.15099999999999625,966,19.0,1,PASS,within tolerance
117100000,50.0,49.3547,-0.6452999999999989,935,17.0,1,PASS,within tolerance
117100000,60.0,59.5399,-0.46009999999999707,821,14.0,1,PASS,within tolerance
117100000,70.0,69.6307,-0.3692999999999955,843,13.0,1,PASS,within tolerance
117100000,80.0,79.4178,-0.5822000000000003,811,11.5,2,PASS,within tolerance
117100000,90.0,90.4467,0.446700000000007,821,10.5,1,PASS,within tolerance
117100000,100.0,99.5668,-0.43319999999999936,804,9.5,1,PASS,within tolerance
117200000,10.0,9.699599999999998,-0.30040000000000155,1023,31.5,1,PASS,within tolerance
117200000,20.0,20.4411,0.4410999999999987,1023,25.5,1,PASS,within tolerance
117200000,30.0,29.428,-0.5719999999999992,1023,22.0,1,PASS,within tolerance
117200000,40.0,40.2591,0.25909999999999656,966,19.0,1,PASS,within tolerance
117200000,50.0,49.6991,-0.3008999999999986,935,17.0,1,PASS,within tolerance
117200000,60.0,59.0947,-0.9052999999999969,821,14.0,1,PASS,within tolerance
117200000,70.0,69.7782,-0.22180000000000177,859,13.0,2,PASS,within tolerance
117200000,80.0,79.9542,-0.04579999999999984,811,11.5,1,PASS,within tolerance
117200000,90.0,89.636,-0.3640000000000043,821,10.5,1,PASS,within tolerance
117200000,100.0,100.08019999999999,0.08019999999999072,804,9.5,1,PASS,within tolerance
117300000,10.0,9.494900000000001,-0.5050999999999988,1023,31.5,1,PASS,within tolerance
117300000,20.0,19.6408,-0.3592000000000013,1023,25.5,1,PASS,within tolerance
117300000,30.0,30.6571,0.6570999999999998,1023,21.5,2,PASS,within tolerance
117300000,40.0,39.240700000000004,-0.7592999999999961,939,19.0,2,PASS,within tolerance
117300000,50.0,50.0272,0.027200000000000557,935,17.0,1,PASS,within tolerance
117300000,60.0,59.6316,-0.36840000000000117,821,14.0,1,PASS,within tolerance
117300000,70.0,69.7891,-0.2108999999999952,846,13.0,2,PASS,within tolerance
117300000,80.0,80.2302,0.2301999999999964,822,11.5,2,PASS,within tolerance
117300000,90.0,90.3743,0.3743000000000052,821,10.5,1,PASS,within tolerance
117300000,100.0,99.0647,-0.935299999999998,796,9.5,2,PASS,within tolerance
117400000,10.0,10.908299999999999,0.9082999999999988,1023,30.5,2,PASS,within tolerance
117400000,20.0,19.795099999999998,-0.20490000000000208,1023,25.5,1,PASS,within tolerance
117400000,30.0,29.4527,-0.5472999999999999,1023,22.0,2,PASS,within tolerance
117400000,40.0,39.527300000000004,-0.4726999999999961,939,19.0,1,PASS,within tolerance
117400000,50.0,50.5419,0.5418999999999983,935,17.0,1,PASS,within tolerance
117400000,60.0,59.045300000000005,-0.9546999999999954,821,14.0,1,PASS,within tolerance
117400000,70.0,69.80550000000001,-0.1944999999999908,846,13.0,1,PASS,within tolerance
117400000,80.0,80.7817,0.7817000000000007,822,11.5,1,PASS,within tolerance
117400000,90.0,90.01729999999999,0.017299999999991655,821,10.5,1,PASS,within tolerance
117400000,100.0,99.56049999999999,-0.43950000000000955,796,9.5,1,PASS,within tolerance
117500000,10.0,10.5958,0.5958000000000006,1023,30.5,1,PASS,within tolerance
117500000,20.0,20.185499999999998,0.18549999999999756,1023,25.5,1,PASS,within tolerance
117500000,30.0,29.4116,-0.5884,1023,22.0,1,PASS,within tolerance
117500000,40.0,39.2841,-0.7158999999999978,939,19.0,1,PASS,within tolerance
117500000,50.0,50.683899999999994,0.6838999999999942,935,17.0,1,PASS,within tolerance
117500000,60.0,59.0214,-0.9786000000000001,821,14.0,1,PASS,within tolerance
117500000,70.0,69.4442,-0.555800000000005,846,13.0,1,PASS,within tolerance
117500000,80.0,80.5437,0.5437000000000012,822,11.5,1,PASS,within tolerance
117500000,90.0,90.0082,0.008200000000002206,821,10.5,1,PASS,within tolerance
117500000,100.0,99.84479999999999,-0.15520000000000778,796,9.5,1,PASS,within tolerance
117600000,10.0,10.954500000000001,0.9545000000000012,1023,30.5,1,PASS,within tolerance
117600000,20.0,20.297099999999997,0.2970999999999968,1023,25.5,1,PASS,within tolerance
117600000,30.0,29.476599999999998,-0.5234000000000023,1023,22.0,1,PASS,within tolerance
117600000,40.0,40.1046,0.1045999999999978,939,19.0,1,PASS,within tolerance
117600000,50.0,49.8303,-0.16969999999999885,935,17.0,1,PASS,within tolerance
117600000,60.0,59.8684,-0.13159999999999883,821,14.0,1,PASS,within tolerance
117600000,70.0,70.3834,0.38339999999999463,846,13.0,1,PASS,within tolerance
117600000,80.0,80.0102,0.010199999999997544,822,11.5,1,PASS,within tolerance
117600000,90.0,89.99029999999999,-0.009700000000009368,821,10.5,1,PASS,within tolerance
117600000,100.0,99.0381,-0.9619,796,9.5,1,PASS,within tolerance
117700000,10.0,9.7214,-0.27860000000000085,1023,31.5,2,PASS,within tolerance
117700000,20.0,19.935399999999998,-0.06460000000000221,1023,25.5,1,PASS,within tolerance
117700000,30.0,29.711000000000002,-0.2889999999999979,1023,22.0,3,PASS,within tolerance
117700000,40.0,40.332,0.33200000000000074,963,19.0,4,PASS,within tolerance
117700000,50.0,50.14,0.14000000000000057,935,17.0,1,PASS,within tolerance
117700000,60.0,59.0683,-0.9316999999999993,821,14.0,1,PASS,within tolerance
117700000,70.0,69.4616,-0.5383999999999958,846,13.0,1,PASS,within tolerance
117700000,80.0,80.8347,0.834699999999998,822,11.5,1,PASS,within tolerance
117700000,90.0,89.8253,-0.1747000000000014,821,10.5,1,PASS,within tolerance
117700000,100.0,99.7725,-0.22750000000000625,796,9.5,1,PASS,within tolerance
117800000,10.0,9.4909,-0.5091000000000001,1023,31.5,1,PASS,within tolerance
117800000,20.0,19.930300000000003,-0.06969999999999743,1023,25.5,1,PASS,within tolerance
117800000,30.0,29.4891,-0.5108999999999995,1023,22.0,1,PASS,within tolerance
117800000,40.0,39.543099999999995,-0.4569000000000045,963,19.0,1,PASS,within tolerance
117800000,50.0,49.5296,-0.47039999999999793,935,17.0,1,PASS,within tolerance
117800000,60.0,59.941300000000005,-0.058699999999994645,821,14.0,1,PASS,within tolerance
117800000,70.0,69.619,-0.3810000000000002,846,13.0,1,PASS,within tolerance
117800000,80.0,80.6605,0.660499999999999,822,11.5,1,PASS,within tolerance
117800000,90.0,90.94449999999999,0.9444999999999908,821,10.5,1,PASS,within tolerance
117800000,100.0,99.84179999999999,-0.1582000000000079,796,9.5,1,PASS,within tolerance
117900000,10.0,9.419500000000001,-0.5804999999999989,1023,31.5,1,PASS,within tolerance
117900000,20.0,19.6602,-0.3398000000000003,1023,25.5,1,PASS,within tolerance
117900000,30.0,29.2906,-0.7093999999999987,1023,22.0,3,PASS,within tolerance
117900000,40.0,39.2009,-0.7991000000000028,963,19.0,1,PASS,within tolerance
117900000,50.0,50.463300000000004,0.4633000000000038,935,17.0,1,PASS,within tolerance
117900000,60.0,59.1335,-0.866500000000002,821,14.0,1,PASS,within tolerance
117900000,70.0,69.4678,-0.5322000000000031,846,13.0,1,PASS,within tolerance
117900000,80.0,80.8231,0.8230999999999966,822,11.5,1,PASS,within tolerance
117900000,90.0,89.88119999999999,-0.11880000000000734,811,10.5,2,PASS,within tolerance
117900000,100.0,99.6514,-0.3486000000000047,796,9.5,1,PASS,within tolerance
118000000,10.0,9.520199999999999,-0.4798000000000009,1023,31.5,3,PASS,within tolerance
118000000,20.0,20.558699999999998,0.5586999999999982,1023,25.5,1,PASS,within tolerance
118000000,30.0,29.064799999999998,-0.9352000000000018,1023,22.0,3,PASS,within tolerance
118000000,40.0,40.890299999999996,0.8902999999999963,963,19.0,1,PASS,within tolerance
118000000,50.0,50.1494,0.14939999999999998,935,17.0,1,PASS,within tolerance
118000000,60.0,59.3232,-0.6768000000000001,821,14.0,1,PASS,within tolerance
118000000,70.0,69.6686,-0.33140000000000214,846,13.0,1,PASS,within tolerance
118000000,80.0,80.3059,0.30589999999999407,822,11.5,1,PASS,within tolerance
118000000,90.0,89.1989,-0.8011000000000053,811,10.5,1,PASS,within tolerance
118000000,100.0,99.7852,-0.21479999999999677,796,9.5,1,PASS,within tolerance
118100000,10.0,9.7109,-0.28909999999999947,1023,31.5,1,PASS,within tolerance
118100000,20.0,19.7105,-0.2895000000000003,1023,25.5,1,PASS,within tolerance
118100000,30.0,29.1444,-0.855599999999999,1023,22.0,1,PASS,within tolerance
118100000,40.0,39.7376,-0.2623999999999995,963,19.0,1,PASS,within tolerance
118100000,50.0,50.549499999999995,0.5494999999999948,938,17.0,5,PASS,within tolerance
118100000,60.0,59.7412,-0.2588000000000008,821,14.0,1,PASS,within tolerance
118100000,70.0,70.5027,0.5027000000000044,846,13.0,1,PASS,within tolerance
118100000,80.0,80.7924,0.7924000000000007,822,11.5,1,PASS,within tolerance
118100000,90.0,90.8738,0.8738000000000028,822,10.5,2,PASS,within tolerance
118100000,100.0,100.6807,0.6807000000000016,804,9.5,2,PASS,within tolerance
118200000,10.0,9.9336,-0.06639999999999979,1023,31.5,1,PASS,within tolerance
118200000,20.0,20.666400000000003,0.666400000000003,1023,25.5,1,PASS,within tolerance
118200000,30.0,29.4991,-0.5009000000000015,1023,22.0,3,PASS,within tolerance
118200000,40.0,39.9136,-0.08639999999999759,963,19.0,1,PASS,within tolerance
118200000,50.0,50.3184,0.3183999999999969,938,17.0,1,PASS,within tolerance
118200000,60.0,59.1989,-0.8010999999999981,821,14.0,1,PASS,within tolerance
118200000,70.0,70.65249999999999,0.6524999999999892,846,13.0,1,PASS,within tolerance
118200000,80.0,80.7094,0.7094000000000023,822,11.5,1,PASS,within tolerance
118200000,90.0,90.81880000000001,0.8188000000000102,822,10.5,1,PASS,within tolerance
118200000,100.0,99.939,-0.06100000000000705,804,9.5,1,PASS,within tolerance
118300000,10.0,10.0182,0.018200000000000216,1023,31.5,1,PASS,within tolerance
118300000,20.0,20.3536,0.35360000000000014,1023,25.5,1,PASS,within tolerance
118300000,30.0,30.0118,0.01180000000000092,1023,21.5,4,PASS,within tolerance
118300000,40.0,40.4232,0.42320000000000135,963,19.0,1,PASS,within tolerance
118300000,50.0,49.967200000000005,-0.03279999999999461,916,17.0,2,PASS,within tolerance
118300000,60.0,59.274899999999995,-0.7251000000000047,821,14.0,1,PASS,within tolerance
118300000,70.0,69.2901,-0.7099000000000046,846,13.0,1,PASS,within tolerance
118300000,80.0,80.863,0.8629999999999995,822,11.5,1,PASS,within tolerance
118300000,90.0,90.22479999999999,0.22479999999998768,822,10.5,1,PASS,within tolerance
118300000,100.0,100.6088,0.6088000000000022,804,9.5,1,PASS,within tolerance
118400000,10.0,9.594999999999999,-0.40500000000000114,1023,31.5,1,PASS,within tolerance
118400000,20.0,19.7214,-0.27860000000000085,1023,25.5,1,PASS,within tolerance
118400000,30.0,29.3473,-0.6526999999999994,1023,22.0,4,PASS,within tolerance
118400000,40.0,40.9502,0.9502000000000024,963,19.0,1,PASS,within tolerance
118400000,50.0,49.5407,-0.45929999999999893,916,17.0,1,PASS,within tolerance
118400000,60.0,59.6691,-0.33089999999999975,821,14.0,1,PASS,within tolerance
118400000,70.0,69.6492,-0.35080000000000666,846,13.0,1,PASS,within tolerance
118400000,80.0,80.9627,0.9626999999999981,822,11.5,1,PASS,within tolerance
118400000,90.0,90.83869999999999,0.8386999999999887,822,10.5,1,PASS,within tolerance
118400000,100.0,100.0361,0.036100000000004684,804,9.5,1,PASS,within tolerance
118500000,10.0,9.7184,-0.2815999999999992,1023,31.5,1,PASS,within tolerance
118500000,20.0,20.3314,0.3313999999999986,1023,25.5,1,PASS,within tolerance
118500000,30.0,30.011300000000002,0.011300000000002086,1023,22.0,1,PASS,within tolerance
118500000,40.0,40.7711,0.771099999999997,963,19.0,1,PASS,within tolerance
118500000,50.0,49.927600000000005,-0.07239999999999469,916,17.0,1,PASS,within tolerance
118500000,60.0,60.0312,0.03119999999999834,821,14.0,1,PASS,within tolerance
118500000,70.0,69.8267,-0.17329999999999757,846,13.0,1,PASS,within tolerance
118500000,80.0,79.8146,-0.18540000000000134,818,11.5,3,PASS,within tolerance
118500000,90.0,90.3928,0.39279999999999404,822,10.5,1,PASS,within tolerance
118500000,100.0,99.3065,-0.6935000000000002,793,9.5,2,PASS,within tolerance
118600000,10.0,9.3238,-0.6761999999999997,1023,31.5,1,PASS,within tolerance
118600000,20.0,19.765600000000003,-0.23439999999999728,1023,25.5,1,PASS,within tolerance
118600000,30.0,29.2115,-0.7884999999999991,1023,22.0,1,PASS,within tolerance
118600000,40.0,40.920199999999994,0.9201999999999941,963,19.0,1,PASS,within tolerance
118600000,50.0,50.2612,0.2612000000000023,916,17.0,1,PASS,within tolerance
118600000,60.0,59.6306,-0.36939999999999884,821,14.0,1,PASS,within tolerance
118600000,70.0,70.11280000000001,0.11280000000000712,846,13.0,1,PASS,within tolerance
118600000,80.0,80.9115,0.9115000000000038,818,11.5,1,PASS,within tolerance
118600000,90.0,90.6962,0.6962000000000046,822,10.5,1,PASS,within tolerance
118600000,100.0,99.3874,-0.6126000000000005,793,9.5,1,PASS,within tolerance
118700000,10.0,10.7071,0.7071000000000005,1023,31.5,1,PASS,within tolerance
118700000,20.0,20.383200000000002,0.3832000000000022,1023,25.5,1,PASS,within tolerance
118700000,30.0,29.5576,-0.44239999999999924,1023,22.0,1,PASS,within tolerance
118700000,40.0,40.4634,0.46340000000000003,963,19.0,1,PASS,within tolerance
118700000,50.0,50.0373,0.03730000000000189,916,17.0,3,PASS,within tolerance
118700000,60.0,59.699299999999994,-0.3007000000000062,821,14.0,1,PASS,within tolerance
118700000,70.0,69.6895,-0.31050000000000466,859,13.0,2,PASS,within tolerance
118700000,80.0,80.2546,0.2545999999999964,818,11.5,1,PASS,within tolerance
118700000,90.0,90.4813,0.4813000000000045,822,10.5,1,PASS,within tolerance
118700000,100.0,99.5763,-0.42369999999999663,793,9.5,1,PASS,within tolerance
118800000,10.0,10.8444,0.8444000000000003,1023,30.5,2,PASS,within tolerance
118800000,20.0,20.154600000000002,0.15460000000000207,1023,25.5,1,PASS,within tolerance
118800000,30.0,29.586299999999998,-0.4137000000000022,1023,22.0,1,PASS,within tolerance
118800000,40.0,39.4638,-0.5362000000000009,963,19.0,1,PASS,within tolerance
118800000,50.0,50.376,0.37599999999999767,937,17.0,4,PASS,within tolerance
118800000,60.0,59.8114,-0.188600000000001,826,14.0,3,PASS,within tolerance
118800000,70.0,69.857,-0.14300000000000068,841,13.0,8,PASS,within tolerance
118800000,80.0,80.90419999999999,0.9041999999999888,818,11.5,1,PASS,within tolerance
118800000,90.0,90.2615,0.26149999999999807,822,10.5,1,PASS,within tolerance
118800000,100.0,99.3421,-0.6578999999999979,793,9.5,3,PASS,within tolerance
118900000,10.0,10.574,0.5739999999999998,1023,31.5,2,PASS,within tolerance
118900000,20.0,19.2725,-0.7274999999999991,1023,25.5,1,PASS,within tolerance
118900000,30.0,29.3063,-0.6936999999999998,1023,22.0,1,PASS,within tolerance
118900000,40.0,40.7188,0.7188000000000017,963,19.0,1,PASS,within tolerance
118900000,50.0,50.474900000000005,0.4749000000000052,937,17.0,1,PASS,within tolerance
118900000,60.0,60.0802,0.08019999999999783,826,14.0,1,PASS,within tolerance
118900000,70.0,70.5213,0.5212999999999965,854,13.0,2,PASS,within tolerance
118900000,80.0,80.8663,0.8662999999999954,818,11.5,1,PASS,within tolerance
118900000,90.0,90.57709999999999,0.5770999999999873,822,10.5,1,PASS,within tolerance
118900000,100.0,99.98849999999999,-0.011500000000012278,802,9.5,2,PASS,within tolerance
119000000,10.0,9.932,-0.06799999999999962,1023,31.5,1,PASS,within tolerance
119000000,20.0,19.898,-0.10200000000000031,1023,25.5,1,PASS,within tolerance
119000000,30.0,29.0173,-0.9827000000000012,1023,22.0,1,PASS,within tolerance
119000000,40.0,39.5585,-0.4414999999999978,963,19.0,1,PASS,within tolerance
119000000,50.0,50.0315,0.031500000000001194,937,17.0,1,PASS,within tolerance
119000000,60.0,59.1544,-0.8455999999999975,826,14.0,1,PASS,within tolerance
119000000,70.0,70.32239999999999,0.3223999999999876,854,13.0,1,PASS,within tolerance
119000000,80.0,80.53920000000001,0.5392000000000081,818,11.5,1,PASS,within tolerance
119000000,90.0,90.0022,0.002200000000001978,822,10.5,1,PASS,within tolerance
119000000,100.0,100.2215,0.22150000000000603,800,9.5,3,PASS,within tolerance
119100000,10.0,9.3519,-0.6480999999999995,1023,31.5,1,PASS,within tolerance
119100000,20.0,20.105600000000003,0.10560000000000258,1023,25.5,1,PASS,within tolerance
119100000,30.0,29.2137,-0.7863000000000007,1023,22.0,1,PASS,within tolerance
119100000,40.0,40.9204,0.9204000000000008,963,19.0,1,PASS,within tolerance
119100000,50.0,50.5701,0.5700999999999965,937,17.0,1,PASS,within tolerance
119100000,60.0,60.1569,0.15690000000000026,826,14.0,1,PASS,within tolerance
119100000,70.0,70.4174,0.41740000000000066,854,13.0,1,PASS,within tolerance
119100000,80.0,80.6334,0.6333999999999946,818,11.5,1,PASS,within tolerance
119100000,90.0,89.8737,-0.12630000000000052,817,10.5,3,PASS,within tolerance
119100000,100.0,100.0984,0.09839999999999804,800,9.5,1,PASS,within tolerance
119200000,10.0,9.3707,-0.6293000000000006,1023,31.5,1,PASS,within tolerance
119200000,20.0,19.6869,-0.3130999999999986,1023,25.5,4,PASS,within tolerance
119200000,30.0,30.1145,0.1144999999999996,1023,22.0,1,PASS,within tolerance
119200000,40.0,40.1776,0.1775999999999982,963,19.0,1,PASS,within tolerance
119200000,50.0,50.4225,0.42249999999999943,937,17.0,1,PASS,within tolerance
119200000,60.0,60.428999999999995,0.42899999999999494,826,14.0,1,PASS,within tolerance
119200000,70.0,70.50720000000001,0.5072000000000116,854,13.0,1,PASS,within tolerance
119200000,80.0,80.2214,0.2214000000000027,818,11.5,1,PASS,within tolerance
119200000,90.0,89.36280000000001,-0.6371999999999929,817,10.5,1,PASS,within tolerance
119200000,100.0,99.83789999999999,-0.16210000000000946,800,9.5,1,PASS,within tolerance
119300000,10.0,9.158100000000001,-0.841899999999999,1023,31.5,1,PASS,within tolerance
119300000,20.0,20.1945,0.19450000000000145,1023,25.5,1,PASS,within tolerance
119300000,30.0,29.4363,-0.5637000000000008,1023,22.0,1,PASS,within tolerance
119300000,40.0,40.326,0.3260000000000005,963,19.0,1,PASS,within tolerance
119300000,50.0,50.1317,0.13170000000000215,937,17.0,1,PASS,within tolerance
119300000,60.0,59.019000000000005,-0.9809999999999945,826,14.0,1,PASS,within tolerance
119300000,70.0,70.5812,0.5811999999999955,854,13.0,1,PASS,within tolerance
119300000,80.0,80.65020000000001,0.6502000000000123,818,11.5,1,PASS,within tolerance
119300000,90.0,90.4467,0.446700000000007,817,10.5,1,PASS,within tolerance
119300000,100.0,99.59179999999999,-0.4082000000000079,800,9.5,1,PASS,within tolerance
119400000,10.0,9.409,-0.5909999999999993,1023,31.5,1,PASS,within tolerance
119400000,20.0,19.572499999999998,-0.427500000000002,1023,25.5,1,PASS,within tolerance
119400000,30.0,29.513399999999997,-0.4866000000000028,1023,22.0,1,PASS,within tolerance
119400000,40.0,39.1362,-0.8637999999999977,963,19.5,2,PASS,within tolerance
119400000,50.0,50.6454,0.6454000000000022,937,17.0,1,PASS,within tolerance
119400000,60.0,60.0324,0.03240000000000265,826,14.0,1,PASS,within tolerance
119400000,70.0,70.13170000000001,0.13170000000000925,854,13.0,1,PASS,within tolerance
119400000,80.0,80.3368,0.33679999999999666,818,11.5,1,PASS,within tolerance
119400000,90.0,90.0437,0.04370000000000118,817,10.5,1,PASS,within tolerance
119400000,100.0,99.8515,-0.14849999999999852,800,9.5,1,PASS,within tolerance
119500000,10.0,9.6528,-0.34720000000000084,1023,31.5,1,PASS,within tolerance
119500000,20.0,20.252,0.2519999999999989,1023,25.5,1,PASS,within tolerance
119500000,30.0,29.7711,-0.22889999999999944,1023,22.0,3,PASS,within tolerance
119500000,40.0,40.1516,0.15160000000000196,963,19.0,2,PASS,within tolerance
119500000,50.0,49.477399999999996,-0.5226000000000042,937,17.0,1,PASS,within tolerance
119500000,60.0,60.8626,0.8626000000000005,826,14.0,1,PASS,within tolerance
119500000,70.0,70.56700000000001,0.5670000000000073,854,13.0,1,PASS,within tolerance
119500000,80.0,80.02470000000001,0.024700000000009936,818,11.5,1,PASS,within tolerance
119500000,90.0,89.86370000000001,-0.13629999999999143,817,10.5,1,PASS,within tolerance
119500000,100.0,99.9627,-0.03730000000000189,800,9.5,1,PASS,within tolerance
119600000,10.0,9.8911,-0.10890000000000022,1023,31.5,1,PASS,within tolerance
119600000,20.0,20.7187,0.7186999999999983,1023,25.5,1,PASS,within tolerance
119600000,30.0,30.0137,0.013700000000000045,1023,22.0,3,PASS,within tolerance
119600000,40.0,39.543,-0.45700000000000074,963,19.0,1,PASS,within tolerance
119600000,50.0,49.4916,-0.5084000000000017,937,17.0,1,PASS,within tolerance
119600000,60.0,59.8639,-0.136099999999999,826,14.0,1,PASS,within tolerance
119600000,70.0,70.37559999999999,0.3755999999999915,854,13.0,1,PASS,within tolerance
119600000,80.0,79.8846,-0.11539999999999395,818,11.5,1,PASS,within tolerance
119600000,90.0,89.8788,-0.12120000000000175,817,10.5,1,PASS,within tolerance
119600000,100.0,100.01259999999999,0.012599999999991951,800,9.5,1,PASS,within tolerance
119700000,10.0,10.604000000000001,0.604000000000001,1023,31.5,1,PASS,within tolerance
119700000,20.0,20.1744,0.17439999999999856,1023,25.5,1,PASS,within tolerance
119700000,30.0,30.110999999999997,0.1109999999999971,1023,22.0,1,PASS,within tolerance
119700000,40.0,39.9379,-0.06210000000000093,963,19.0,1,PASS,within tolerance
119700000,50.0,50.836800000000004,0.8368000000000038,937,17.0,1,PASS,within tolerance
119700000,60.0,60.284,0.2839999999999989,826,14.0,1,PASS,within tolerance
119700000,70.0,69.101,-0.8990000000000009,842,13.0,2,PASS,within tolerance
119700000,80.0,80.5465,0.5464999999999947,818,11.5,1,PASS,within tolerance
119700000,90.0,89.0137,-0.9863,817,10.5,1,PASS,within tolerance
119700000,100.0,99.5346,-0.4654000000000025,800,9.5,1,PASS,within tolerance
119800000,10.0,9.0613,-0.9387000000000008,1023,31.5,1,PASS,within tolerance
119800000,20.0,19.6836,-0.31640000000000157,1023,25.5,1,PASS,within tolerance
119800000,30.0,29.1369,-0.8630999999999993,1023,22.0,1,PASS,within tolerance
119800000,40.0,40.4942,0.4941999999999993,963,19.0,1,PASS,within tolerance
119800000,50.0,50.1806,0.18059999999999832,937,17.0,1,PASS,within tolerance
119800000,60.0,59.153200000000005,-0.8467999999999947,826,14.0,1,PASS,within tolerance
119800000,70.0,69.6281,-0.37189999999999657,842,13.0,1,PASS,within tolerance
119800000,80.0,80.1341,0.13410000000000366,818,11.5,1,PASS,within tolerance
119800000,90.0,90.0752,0.07519999999999527,817,10.5,1,PASS,within tolerance
119800000,100.0,100.7251,0.7250999999999976,800,9.5,1,PASS,within tolerance
119900000,10.0,9.7407,-0.25929999999999964,1023,31.5,1,PASS,within tolerance
119900000,20.0,20.2077,0.2076999999999991,1023,25.5,1,PASS,within tolerance
119900000,30.0,29.9295,-0.07049999999999912,1023,21.5,2,PASS,within tolerance
119900000,40.0,39.7924,-0.20759999999999934,963,19.0,1,PASS,within tolerance
119900000,50.0,49.300799999999995,-0.6992000000000047,937,17.0,1,PASS,within tolerance
119900000,60.0,59.7977,-0.20230000000000103,826,14.0,1,PASS,within tolerance
119900000,70.0,70.5357,0.5357000000000056,859,13.0,2,PASS,within tolerance
119900000,80.0,79.94800000000001,-0.0519999999999925,818,11.5,1,PASS,within tolerance
119900000,90.0,90.16409999999999,0.1640999999999906,817,10.5,1,PASS,within tolerance
119900000,100.0,100.5808,0.5807999999999964,800,9.5,1,PASS,within tolerance
120000000,10.0,9.753,-0.2469999999999999,1023,31.5,1,PASS,within tolerance
120000000,20.0,20.0269,0.026900000000001256,1023,25.5,1,PASS,within tolerance
120000000,30.0,30.3811,0.3811,1023,21.5,5,PASS,within tolerance
120000000,40.0,40.961600000000004,0.9616000000000042,963,19.0,1,PASS,within tolerance
